stop_id,stop_name,stop_lat,stop_lon
A21N,81 St-Museum of Natural History,40.781433,-73.972143
A20N,86 St,40.785868,-73.968916
A19N,96 St,40.791642,-73.964696
A18N,103 St,40.796092,-73.961454
A17N,Cathedral Pkwy (110 St),40.800603,-73.958161
A16N,116 St,40.805085,-73.954882
A15N,125 St,40.811109,-73.952343
A14N,135 St,40.817894,-73.947649
A12N,145 St,40.824783,-73.944216
A11N,155 St,40.830518,-73.941514
A10N,163 St-Amsterdam Av,40.836013,-73.939892
A09N,168 St,40.840719,-73.939561
A07N,175 St,40.847391,-73.939704
A06N,181 St,40.851695,-73.937969
A05N,190 St,40.859022,-73.93418
A03N,Dyckman St,40.865491,-73.927271
A02N,Inwood-207 St,40.868072,-73.919899
H14N,Beach 105 St,40.583209,-73.827559
H13N,Beach 98 St,40.585307,-73.820558
H12N,Beach 90 St,40.588034,-73.813641
H12S,Beach 90 St,40.588034,-73.813641
H13S,Beach 98 St,40.585307,-73.820558
H14S,Beach 105 St,40.583209,-73.827559
H15S,Rockaway Park-Beach 116 St,40.580903,-73.835592
